Source Target Weight
OTU7.95741393430305e+30 OTU9.80227970551368e+31 0.0281630835956934
OTU7.95741393430305e+30 OTU2.5033234063369e+32 0.270861416757391
OTU7.95741393430305e+30 OTU1.86849436475299e+32 -0.136419728966347
OTU7.95741393430305e+30 OTU4.26116595092523e+32 0.0156921608233785
OTU7.95741393430305e+30 OTU7.44562890828416e+32 0.0239633360233581
OTU7.95741393430305e+30 OTU5.59872172109205e+32 0.0162210623675041
OTU7.95741393430305e+30 OTU7.92741454397266e+32 0.0311349096890297
OTU7.95741393430305e+30 OTU8.13613641390262e+32 -0.0127775646049514
OTU7.95741393430305e+30 OTU7.22414167878512e+32 -0.272806782728055
OTU2.31547342319242e+32 OTU9.46677432748849e+32 -0.127229948676378
OTU2.31547342319242e+32 OTU9.47920089771632e+32 -0.00131852268941805
OTU2.31547342319242e+32 OTU1.19056966424491e+32 0.0768634589005989
OTU2.31547342319242e+32 OTU7.67217097630034e+32 -0.00999010313936677
OTU2.31547342319242e+32 OTU1.46249432895303e+32 0.469877400250442
OTU2.31547342319242e+32 OTU8.81115404459223e+31 0.19487040543121
OTU2.31547342319242e+32 OTU8.0792333690836e+32 0.0168894412920184
OTU2.31547342319242e+32 OTU8.68362847115165e+31 -0.0245350414830151
OTU2.31547342319242e+32 OTU5.60439537372176e+32 0.0631416542642571
OTU6.32329105630802e+32 OTU4.43788785856185e+32 0.16310406938713
OTU6.32329105630802e+32 OTU8.22357168876717e+32 0.246640068592918
OTU6.32329105630802e+32 OTU8.35871877706719e+32 0.0206325958660291
OTU6.32329105630802e+32 OTU4.02009882770926e+32 -0.010180958651692
OTU6.32329105630802e+32 OTU8.4126424795096e+32 -0.0415490417329041
OTU6.32329105630802e+32 OTU5.87517361239072e+32 -0.00287207616655291
OTU6.32329105630802e+32 OTU5.00967279066252e+32 0.00486163686655466
OTU2.8251646060529e+32 OTU7.44016742796127e+32 0.320724749073642
OTU2.8251646060529e+32 OTU7.81248308419414e+32 0.443801472706901
OTU2.8251646060529e+32 OTU1.96705797311978e+32 -0.144297327215296
OTU2.8251646060529e+32 OTU9.856451226925e+32 0.0434749162542584
OTU2.8251646060529e+32 OTU4.81712059762689e+32 0.0662449470818043
OTU2.8251646060529e+32 OTU7.6814408309032e+32 0.290858412535531
OTU2.8251646060529e+32 OTU4.03063924043099e+32 -0.0452580908960446
OTU5.32449302105864e+32 OTU6.08705303855174e+32 0.0174866702334507
OTU5.32449302105864e+32 OTU8.22357168876717e+32 0.0390733015914241
OTU5.32449302105864e+32 OTU2.85395606785887e+32 0.0642144006983804
OTU5.32449302105864e+32 OTU7.70350064735442e+32 0.00756797965976369
OTU5.32449302105864e+32 OTU5.29037880323127e+32 -0.060878377153877
OTU5.32449302105864e+32 OTU7.33964103199472e+32 0.630244837893041
OTU5.32449302105864e+32 OTU7.4101560671707e+31 0.0486276967837073
OTU5.32449302105864e+32 OTU6.79103498423107e+32 0.0285508799804689
OTU5.55403308422591e+31 OTU5.0393876484242e+32 0.0532951035580485
OTU5.55403308422591e+31 OTU5.89300672317613e+32 0.689360900631773
OTU5.55403308422591e+31 OTU4.73510893780951e+32 0.115430800991121
OTU4.84241197790016e+32 OTU3.7362344182073e+32 0.195979462792052
OTU4.84241197790016e+32 OTU2.48247867228216e+32 0.187540254561003
OTU4.84241197790016e+32 OTU2.07219581821104e+32 -0.0358616333200688
OTU4.84241197790016e+32 OTU8.87403216698004e+32 0.00951447382306664
OTU4.84241197790016e+32 OTU4.80005035767746e+32 0.0665165189807018
OTU4.84241197790016e+32 OTU4.55812678301339e+32 0.589773515584968
OTU4.84241197790016e+32 OTU4.57588600052187e+32 0.00335658962925475
OTU8.52068106235965e+32 OTU6.77231520325723e+32 0.0210163583821802
OTU8.52068106235965e+32 OTU4.23179924960795e+32 -0.191721152758469
OTU8.52068106235965e+32 OTU8.52361785426701e+32 -0.0271058253342431
OTU8.52068106235965e+32 OTU4.0525237565901e+32 -0.00491678141952887
OTU8.52068106235965e+32 OTU1.86171507405746e+31 0.0154014982564407
OTU8.52068106235965e+32 OTU1.49794379910599e+32 -0.0771769257629519
OTU8.52068106235965e+32 OTU7.44696286367169e+32 -0.052778575882501
OTU8.52068106235965e+32 OTU1.67516535212282e+32 -0.0169232607954898
OTU8.52068106235965e+32 OTU2.70456333635124e+32 -0.245180282379716
OTU8.52068106235965e+32 OTU8.11627922810736e+32 0.0285598499167268
OTU8.52068106235965e+32 OTU7.08237696686236e+32 -0.0461532783184082
OTU8.52068106235965e+32 OTU5.09581232326155e+32 0.235617364689536
OTU9.46677432748849e+32 OTU3.7362344182073e+32 0.0803490171529596
OTU9.46677432748849e+32 OTU2.13606073512025e+32 0.120327321577756
OTU9.46677432748849e+32 OTU5.09571707001655e+32 0.103302220599904
OTU9.46677432748849e+32 OTU1.36360118130163e+31 0.424202560835166
OTU9.46677432748849e+32 OTU9.17958665540507e+32 0.0075609578355456
OTU9.46677432748849e+32 OTU8.07966754558294e+32 -0.00341360579355754
OTU9.46677432748849e+32 OTU2.943121177866e+32 0.0531067093884234
OTU4.89137723372902e+32 OTU8.16240815202626e+32 0.0829732024375611
OTU4.89137723372902e+32 OTU1.38399710451392e+32 -0.0352087234414902
OTU4.89137723372902e+32 OTU4.03222313466355e+32 0.0118128830373782
OTU4.89137723372902e+32 OTU5.89300672317613e+32 -0.142761478274372
OTU4.89137723372902e+32 OTU5.73219880191385e+32 0.102915276556481
OTU4.89137723372902e+32 OTU8.11627922810736e+32 -0.0125752889418845
OTU4.89137723372902e+32 OTU8.90720476956726e+32 -0.0132708130502227
OTU4.89137723372902e+32 OTU4.96954536051568e+32 0.0355430782661482
OTU4.89137723372902e+32 OTU6.97332414194918e+31 0.0381886507783517
OTU4.89137723372902e+32 OTU9.27676708800583e+32 -0.0915206145217416
OTU4.89137723372902e+32 OTU7.79548052637537e+32 0.0413608972236378
OTU7.13052796646799e+32 OTU9.0500841931695e+32 0.010816770551104
OTU7.13052796646799e+32 OTU9.856451226925e+32 0.112268679260423
OTU7.13052796646799e+32 OTU4.49907194166798e+32 0.169860000636066
OTU7.13052796646799e+32 OTU5.08499201474905e+32 0.168890705278914
OTU7.13052796646799e+32 OTU3.56333428020186e+31 0.0423658050744574
OTU7.13052796646799e+32 OTU8.94799998554106e+32 0.0230717505402295
OTU7.13052796646799e+32 OTU4.92160737962102e+32 0.108082107184725
OTU7.13052796646799e+32 OTU7.22414167878512e+32 -0.0886789025262217
OTU7.13052796646799e+32 OTU2.46070650013731e+32 0.45079428334088
OTU6.70064518229793e+32 OTU9.80227970551368e+31 0.0217086991944045
OTU6.70064518229793e+32 OTU6.80928198226038e+32 0.177799601923895
OTU6.70064518229793e+32 OTU9.37778151792394e+32 0.14081563429796
OTU6.70064518229793e+32 OTU2.90505287167775e+32 -0.0247431021241458
OTU6.70064518229793e+32 OTU3.19603075610022e+32 0.0633123653798948
OTU6.70064518229793e+32 OTU2.11042451891856e+31 0.389473372890042
OTU6.70064518229793e+32 OTU5.08499201474905e+32 0.0161116040928706
OTU6.70064518229793e+32 OTU3.56333428020186e+31 0.15872030025037
OTU6.70064518229793e+32 OTU5.76189053397503e+32 0.121740604784976
OTU4.75986270324658e+32 OTU6.77231520325723e+32 -0.115798576583486
OTU4.75986270324658e+32 OTU3.68271631790357e+32 -0.0763445248424083
OTU4.75986270324658e+32 OTU7.54182182003461e+32 -0.0719109628026752
OTU4.75986270324658e+32 OTU5.73219880191385e+32 0.628249978496798
OTU4.75986270324658e+32 OTU6.88598008297809e+32 0.263410321628018
OTU4.75986270324658e+32 OTU2.85676267789537e+32 0.339660512098599
OTU4.75986270324658e+32 OTU7.79548052637537e+32 0.0951354560335663
OTU6.71210880881787e+31 OTU5.86767460845497e+32 -0.0279760295092463
OTU6.71210880881787e+31 OTU7.05954055419475e+32 -0.0229295382579365
OTU6.71210880881787e+31 OTU5.0393876484242e+32 0.35467210929104
OTU6.71210880881787e+31 OTU4.67965571979878e+32 0.0445546528249259
OTU6.71210880881787e+31 OTU2.13606073512025e+32 -0.0904642736396151
OTU6.71210880881787e+31 OTU7.59628671153902e+32 -0.0963963193228212
OTU6.71210880881787e+31 OTU4.76693951388278e+32 0.0400131549374957
OTU6.71210880881787e+31 OTU3.40014003179455e+32 -0.0207699982119284
OTU6.71210880881787e+31 OTU2.15948925659628e+32 0.184386611076813
