OTU	Domain	Phylum	Class	Order	Family	Genus	Species	Abundance
OTU8.72763451971981e+32	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	107
OTU4.00506501535983e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides	49
OTU1.9273823695217e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_pseudobyssoides	339
OTU7.50310772801662e+32	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified	104
OTU7.4034235548131e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified	194
OTU4.59228240000051e+32	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Pseudomicrostroma	Pseudomicrostroma_glucosiphilum	543
OTU5.16586537799284e+32	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	2058
OTU9.33294824234849e+31	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_ramotenellum	19
OTU3.43626485663421e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	unidentified	unidentified	356
OTU7.53968551652534e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_citrinum	157
OTU8.23667830159799e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified	4500
OTU7.5567945523434e+32	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified	263
OTU6.93028055460921e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	191
OTU3.19463560675871e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Megasporoporia	Megasporoporia_setulosa	68
OTU6.79103498423107e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified	438
OTU2.3493592311215e+32	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	Eichleriella_bactriana	37
OTU1.34209276348376e+32	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified	63
OTU6.98487107447487e+32	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	unidentified	39651
OTU3.38940231571421e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_rubella	442
OTU3.17150721826945e+32	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified	63
OTU3.05865246260474e+32	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_caroliniana	481
OTU1.3451473608626e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified	604
OTU2.92216237355348e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	unidentified	679
OTU4.83546869906139e+32	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	unidentified	144
OTU3.55836741011785e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unidentified	277
OTU9.16544993456913e+32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified	47
OTU7.60390051248191e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	23
OTU9.87160720451861e+32	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_adeliensis	371
OTU3.04679294527382e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	unidentified	unidentified	2120
OTU1.08953498923974e+31	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	208
OTU7.99349798920144e+32	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_haemulonis	239
OTU2.97853974275704e+32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified	370
OTU5.76189053397503e+32	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_asahii	52
OTU4.92160737962102e+32	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified	13703
OTU3.89240658761331e+32	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	unidentified	unidentified	150
OTU7.22414167878512e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_arunalokei	1119
OTU4.34032105360902e+32	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified	441
OTU7.03162792072902e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides	329
OTU7.46703525972279e+32	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_minuta	2230
OTU9.94959065972335e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	Ophiosphaerella_aquatica	71
OTU2.08125783657273e+32	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified	31
OTU8.26158404091359e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta_paspali	388
OTU4.10374580405183e+32	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia_lipolytica	413
OTU7.68909512872181e+32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	unidentified	unidentified	108
OTU7.8408659783241e+32	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	611
OTU5.01504722598625e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	480
OTU2.02716788165294e+32	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	119
OTU1.66850425780183e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Remotididymella	Remotididymella_destructiva	25
OTU4.98860097452773e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Riopa	Riopa_metamorphosa	701
OTU1.77085204957841e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unidentified	unidentified	unidentified	1439
OTU9.24900114289418e+32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified	160
OTU3.36125538011146e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeodothis	Phaeodothis_winteri	102
OTU4.55348927290231e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	unidentified	unidentified	587
OTU3.15411726909449e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_variolosum	409
OTU3.54420644518957e+32	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unidentified	91
OTU3.66514754652425e+32	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_flavescens	699
OTU3.47853641020038e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	unidentified	unidentified	320
OTU2.18105030171031e+32	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctulariopsis	Punctulariopsis_efibulata	87
OTU8.99107743411871e+32	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	90
OTU9.33984943924422e+31	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	2015
OTU3.20077376930527e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified	797
OTU5.51650719807135e+32	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	unidentified	7470
OTU6.93605291982848e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	unidentified	104
OTU4.81492082315079e+32	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_oligotrophica	108
OTU7.54638118111924e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Strelitziana	Strelitziana_africana	161
OTU8.80635420714974e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_applanatum	853
OTU1.03173335769615e+32	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia_uvapassa	1747
OTU4.03063924043099e+32	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_hyderabadensis	1754
OTU4.00858952107566e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_arunalokei	251
OTU1.59029070336548e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified	310
OTU2.37583942148426e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	Paraconiothyrium_cyclothyrioides	967
OTU3.26588982157801e+32	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	6012
OTU4.65194797899407e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_tabarestanensis	19180
OTU7.54541219150848e+32	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_coprosmae	536
OTU5.07811898181835e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis_dorenboschii	172
OTU2.46070650013731e+32	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	7018
OTU7.90090917751943e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_sorokiniana	52
OTU2.41734444564234e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	unidentified	256
OTU9.85356018062038e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified	220
OTU3.01781519277387e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	41
OTU3.65761624739893e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	7
OTU1.35654575350358e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_conicus	81
OTU3.01774972254538e+32	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unidentified	unidentified	unidentified	573
OTU6.32179253542823e+32	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	7759
OTU6.00215880111676e+32	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_sp	572
OTU5.80248088159713e+32	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	498
OTU9.01266388086317e+32	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia_compacta	39
OTU4.45213089144389e+32	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Kabatiella	Kabatiella_lini	2474
OTU7.87941233465435e+32	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_restrictus	200
OTU4.57588600052187e+32	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	unidentified	9941
OTU1.89566418154421e+32	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	unidentified	unidentified	360
OTU5.51194154175235e+32	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium_thailandense	271
OTU8.57666577520522e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	unidentified	unidentified	209
OTU7.50168155762196e+31	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified	710
OTU3.6517452244232e+32	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Peroneutypa	Peroneutypa_scoparia	192
OTU7.20078226971911e+32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_tritici-repentis	197
OTU8.68110948320691e+32	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	unidentified	84
OTU6.53150285482791e+32	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified	9447
OTU9.49167087632606e+32	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified	192
OTU3.89938940984688e+32	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified	34
