Source Target Weight
OTU7.95741393430305e+30 OTU7.05954055419475e+32 0.0390151995893396
OTU7.95741393430305e+30 OTU5.68517257617778e+31 0.0972571299723664
OTU7.95741393430305e+30 OTU4.86898089147978e+32 -0.00300849037264375
OTU7.95741393430305e+30 OTU4.43788785856185e+32 0.101195770790705
OTU7.95741393430305e+30 OTU5.46662674832135e+32 0.0898727132757404
OTU7.95741393430305e+30 OTU5.29037880323127e+32 0.00560988797900468
OTU7.95741393430305e+30 OTU3.16030649725832e+32 0.0577284026379825
OTU7.95741393430305e+30 OTU1.27678755608724e+32 0.0367013931155966
OTU7.95741393430305e+30 OTU5.80248088159713e+32 -0.373534349458577
OTU7.95741393430305e+30 OTU4.45213089144389e+32 -0.00470074127872652
OTU2.31547342319242e+32 OTU9.48917794827864e+31 -0.0190221828285951
OTU2.31547342319242e+32 OTU7.36908643207784e+32 0.0258526170038649
OTU2.31547342319242e+32 OTU5.93207311408428e+32 0.510179014962172
OTU2.31547342319242e+32 OTU9.27676708800583e+32 0.00910065639950786
OTU2.31547342319242e+32 OTU2.00892318853196e+32 0.488715554987913
OTU6.32329105630802e+32 OTU2.98673195498722e+32 0.0389101418496927
OTU6.32329105630802e+32 OTU7.05954055419475e+32 -0.021768933511795
OTU6.32329105630802e+32 OTU8.5367560767336e+32 0.201666093157545
OTU6.32329105630802e+32 OTU9.67286190394248e+31 0.0930301623951511
OTU6.32329105630802e+32 OTU4.55812678301339e+32 0.259018223492716
OTU6.32329105630802e+32 OTU1.03192080693912e+32 -0.0667785934465819
OTU6.32329105630802e+32 OTU1.82222056312593e+32 -0.000131688870222739
OTU6.32329105630802e+32 OTU5.09581232326155e+32 0.130525997478947
OTU6.32329105630802e+32 OTU4.73510893780951e+32 -0.014037593623013
OTU6.32329105630802e+32 OTU8.8996935318584e+32 0.0385035549468444
OTU2.8251646060529e+32 OTU6.70260884935796e+32 -0.278041430404304
OTU2.8251646060529e+32 OTU2.38383151640829e+32 0.218502593645228
OTU2.8251646060529e+32 OTU2.92040814087372e+32 0.0753587228793804
OTU2.8251646060529e+32 OTU1.50923534046676e+32 0.877923348684
OTU2.8251646060529e+32 OTU5.56426637230732e+32 0.0924706891669523
OTU2.8251646060529e+32 OTU3.65761624739893e+32 0.00826055832689485
OTU5.32449302105864e+32 OTU7.13052796646799e+32 0.0896021199660528
OTU5.32449302105864e+32 OTU1.19056966424491e+32 0.019242370235587
OTU5.32449302105864e+32 OTU6.30272393861535e+32 0.456569867129009
OTU5.32449302105864e+32 OTU8.16240815202626e+32 0.00608031336741791
OTU5.32449302105864e+32 OTU8.7576326551595e+32 0.0472103113976786
OTU5.32449302105864e+32 OTU3.96217433598093e+32 0.110640845438578
OTU5.32449302105864e+32 OTU9.40692569377884e+32 0.018839873784947
OTU5.55403308422591e+31 OTU3.06242466684388e+32 0.0697661551427455
OTU5.55403308422591e+31 OTU1.84795602810091e+32 -0.00513741613611543
OTU5.55403308422591e+31 OTU8.11627922810736e+32 0.00938673851363718
