Source Target Weight
OTU7.95741393430305e+30 OTU9.06179920102822e+32 0.00286002378192974
OTU7.95741393430305e+30 OTU6.03906276721087e+32 -0.00422060872183046
OTU7.95741393430305e+30 OTU8.14157024865111e+32 -0.0410166176945405
OTU7.95741393430305e+30 OTU8.27730175601499e+32 0.0204004853878301
OTU7.95741393430305e+30 OTU7.65871429588927e+31 0.0214373708279088
OTU7.95741393430305e+30 OTU7.83796664396497e+32 0.00126215837457721
OTU7.95741393430305e+30 OTU7.52347892487485e+32 0.00815108575381798
OTU7.95741393430305e+30 OTU4.82108653940116e+31 0.00533337847561388
OTU7.95741393430305e+30 OTU2.81866425445223e+31 0.0553685860988372
OTU7.95741393430305e+30 OTU3.72998461753212e+32 -0.0305797635406497
OTU7.95741393430305e+30 OTU9.42909466696694e+32 0.0490415962261261
OTU7.95741393430305e+30 OTU8.90720476956726e+32 0.0652545272188673
OTU7.95741393430305e+30 OTU9.9417584693202e+32 0.113667575376073
OTU7.95741393430305e+30 OTU9.98778234720856e+32 -0.0720329046902694
OTU7.95741393430305e+30 OTU9.35185266092603e+32 -0.152714678870262
OTU7.95741393430305e+30 OTU7.97490406421541e+32 -0.00265194347638588
OTU7.95741393430305e+30 OTU9.38529639564571e+32 -0.00907389737793273
OTU7.95741393430305e+30 OTU1.86684862701771e+32 0.129604923365953
OTU7.95741393430305e+30 OTU1.80003067690492e+32 0.0333899047387905
OTU7.95741393430305e+30 OTU7.60390051248191e+32 0.0530371751702351
OTU7.95741393430305e+30 OTU5.51650719807135e+32 0.0920605000334748
OTU7.95741393430305e+30 OTU2.46070650013731e+32 0.0614375684234447
OTU7.95741393430305e+30 OTU1.89566418154421e+32 -0.0300210385324114
OTU1.40539700908636e+32 OTU8.10721271273064e+32 0.127358164571511
OTU1.40539700908636e+32 OTU4.23179924960795e+32 0.0102428392930155
OTU1.40539700908636e+32 OTU5.71233770293993e+32 0.000144601356726569
OTU1.40539700908636e+32 OTU2.01196085613081e+32 0.0112307781858519
OTU1.40539700908636e+32 OTU4.16232080477904e+32 0.0644384344674703
OTU1.40539700908636e+32 OTU2.42614863038447e+32 0.279593275002452
OTU1.40539700908636e+32 OTU9.27930521651334e+32 -0.000309441625342182
OTU1.40539700908636e+32 OTU3.6727641288595e+32 -0.0412930065264039
OTU1.40539700908636e+32 OTU6.55370874720656e+32 0.0302169792966438
OTU1.40539700908636e+32 OTU5.50471431995135e+32 -0.157787666120884
OTU1.40539700908636e+32 OTU5.73219880191385e+32 6.16373834829683e-05
OTU1.40539700908636e+32 OTU8.00348536075326e+32 0.0295791504864534
OTU1.40539700908636e+32 OTU7.85531809323821e+32 0.0397193959456425
OTU1.40539700908636e+32 OTU9.97405222906707e+32 -0.0053954795001674
OTU1.40539700908636e+32 OTU4.04187774169888e+32 -0.0237200683691868
OTU1.40539700908636e+32 OTU6.71176880787424e+32 0.0105839263023418
OTU1.40539700908636e+32 OTU6.19377425300897e+32 0.0212259642603003
OTU1.40539700908636e+32 OTU9.21394973153568e+32 -0.0579793653674485
OTU1.40539700908636e+32 OTU4.34222520256501e+32 0.00979601511655307
OTU1.40539700908636e+32 OTU3.36178940058428e+32 -0.0867631656858773
OTU1.40539700908636e+32 OTU5.76943944737504e+32 0.0175825047528242
OTU1.40539700908636e+32 OTU7.53968551652534e+32 0.0199438547432921
OTU1.40539700908636e+32 OTU8.23667830159799e+32 -0.0129790913664823
OTU1.40539700908636e+32 OTU4.03063924043099e+32 0.152156151282638
OTU1.40539700908636e+32 OTU7.54541219150848e+32 -0.0495276894896584
OTU1.40539700908636e+32 OTU3.6517452244232e+32 0.0207029122892408
OTU1.86466987553768e+32 OTU8.30226807730313e+32 0.229963475361688
OTU1.86466987553768e+32 OTU2.97342798313196e+32 0.518462570918883
OTU1.86466987553768e+32 OTU7.78490488109568e+32 0.0114448617528155
OTU1.86466987553768e+32 OTU2.09024658503964e+32 -0.0236346660392208
OTU1.86466987553768e+32 OTU2.78446174777372e+32 0.00341715856564858
OTU1.86466987553768e+32 OTU9.72555106395006e+32 -0.00698230910415501
OTU1.86466987553768e+32 OTU9.20933822238148e+32 -0.0193014664759929
OTU1.86466987553768e+32 OTU9.56615240161135e+32 -0.0042070989450386
OTU1.86466987553768e+32 OTU8.9499888138328e+32 -0.0783578282914668
OTU1.86466987553768e+32 OTU7.83796664396497e+32 -0.000376942568644105
OTU1.86466987553768e+32 OTU4.76693951388278e+32 -0.0348648727253818
OTU1.86466987553768e+32 OTU7.79548052637537e+32 0.0251687020158087
OTU1.86466987553768e+32 OTU3.03062652330929e+32 0.0218690151610092
OTU1.86466987553768e+32 OTU5.06810930229189e+32 -0.00384595198979891
OTU1.86466987553768e+32 OTU9.75234529947819e+32 0.270531541224398
OTU1.86466987553768e+32 OTU8.77300180190492e+32 0.0199147999711728
OTU1.86466987553768e+32 OTU9.17457697876078e+32 -0.00236807187120257
OTU1.86466987553768e+32 OTU9.16544993456913e+32 -0.000244414161082783
OTU1.86466987553768e+32 OTU7.8408659783241e+32 0.0163665557842733
OTU9.68904463301591e+32 OTU9.96878698882544e+32 0.00183678603227383
OTU9.68904463301591e+32 OTU5.72424186169911e+32 0.508886388753129
OTU9.68904463301591e+32 OTU2.85395606785887e+32 0.000512360082926323
OTU9.68904463301591e+32 OTU1.18169306496789e+32 0.0140402505546172
OTU9.68904463301591e+32 OTU6.5424330205229e+32 -0.0162485772626963
OTU9.68904463301591e+32 OTU5.73219880191385e+32 2.4155512845736e-05
OTU9.68904463301591e+32 OTU9.2155006666033e+31 0.0961640936696881
OTU9.68904463301591e+32 OTU9.0065058131696e+31 0.043449156253773
OTU9.68904463301591e+32 OTU4.06782177732349e+32 0.46735605768
OTU9.68904463301591e+32 OTU2.44559888662312e+32 0.0224074720395774
OTU9.68904463301591e+32 OTU4.22142259809895e+32 -0.00089075065357348
OTU9.68904463301591e+32 OTU4.36458140240521e+32 0.0266497684508822
OTU2.31547342319242e+32 OTU6.4989818800483e+32 0.09647805299214
OTU2.31547342319242e+32 OTU5.56978151026076e+32 0.00198044012522552
OTU2.31547342319242e+32 OTU3.68812370575675e+32 0.0211257244846555
OTU2.31547342319242e+32 OTU5.85709798456577e+32 0.070176324832729
OTU2.31547342319242e+32 OTU8.14157024865111e+32 -0.0956439683626235
OTU2.31547342319242e+32 OTU8.27127751552769e+32 0.00884865404944548
OTU2.31547342319242e+32 OTU7.67217097630034e+32 0.027314406269226
OTU2.31547342319242e+32 OTU7.44696286367169e+32 0.415545724030461
OTU2.31547342319242e+32 OTU9.00653817173271e+31 0.353865710668144
OTU2.31547342319242e+32 OTU4.03401248560211e+32 0.0133289178312231
OTU2.31547342319242e+32 OTU1.6212885232769e+32 0.0101845132751907
OTU2.31547342319242e+32 OTU5.89993824289095e+32 -0.0131375228002132
OTU2.31547342319242e+32 OTU1.81020807233299e+32 0.00289474852533924
OTU2.31547342319242e+32 OTU7.74764688033031e+32 0.0195284006002835
OTU2.31547342319242e+32 OTU9.0625197630894e+32 0.0887591268877977
OTU2.31547342319242e+32 OTU6.71001402601114e+32 -0.00186607150058534
OTU2.31547342319242e+32 OTU4.61936208779257e+32 0.00709757360949221
OTU2.31547342319242e+32 OTU4.66617100813561e+32 9.30833614934835e-06
OTU2.31547342319242e+32 OTU8.13005655447984e+32 0.0189051419269322
OTU2.31547342319242e+32 OTU4.1367724597243e+32 0.0106876954244833
OTU2.31547342319242e+32 OTU4.153887505461e+32 0.0388709225746735
OTU2.31547342319242e+32 OTU5.50039061698591e+32 -0.0504863976283573
OTU2.31547342319242e+32 OTU2.11042451891856e+31 -0.0582658459892019
OTU2.31547342319242e+32 OTU2.7521408804677e+32 -0.0197423134464652
OTU2.31547342319242e+32 OTU1.29244768043797e+32 0.079896954358809
OTU2.31547342319242e+32 OTU7.88762859682507e+32 0.0688912395474178
OTU2.31547342319242e+32 OTU3.89240658761331e+32 -0.00606388284086974
OTU2.31547342319242e+32 OTU4.34032105360902e+32 -0.0109086187906587
OTU2.31547342319242e+32 OTU2.46070650013731e+32 0.0504312030721939
OTU2.31547342319242e+32 OTU5.80248088159713e+32 2.05960564857157e-05
OTU6.32329105630802e+32 OTU3.82606314313612e+32 -0.0144238928444988
OTU6.32329105630802e+32 OTU1.36179087424416e+32 0.0538389623073973
OTU6.32329105630802e+32 OTU1.79420664320038e+32 0.0670773461585837
OTU6.32329105630802e+32 OTU5.02954192022891e+32 0.0420617351095056
OTU6.32329105630802e+32 OTU4.86898089147978e+32 -0.0015568187966415
OTU6.32329105630802e+32 OTU2.22796586080598e+32 -0.0156083971073206
OTU6.32329105630802e+32 OTU4.20994726019686e+32 0.0136101566409699
OTU6.32329105630802e+32 OTU4.13716608877195e+32 0.0321430992230065
OTU6.32329105630802e+32 OTU6.76910225709161e+32 0.133886271891347
OTU6.32329105630802e+32 OTU1.41679917522854e+32 -0.00472141564185233
OTU6.32329105630802e+32 OTU2.90505287167775e+32 -0.00404657713536673
OTU6.32329105630802e+32 OTU3.55850760549032e+32 -0.0241535548531316
OTU6.32329105630802e+32 OTU7.40878281841329e+32 -0.00245107648316752
OTU6.32329105630802e+32 OTU7.74764688033031e+32 0.627481006489208
OTU6.32329105630802e+32 OTU1.82222056312593e+32 -0.0236851281971184
OTU6.32329105630802e+32 OTU7.85531809323821e+32 0.019535172906352
OTU6.32329105630802e+32 OTU8.11627922810736e+32 -0.0154349613763684
OTU6.32329105630802e+32 OTU8.19070711883437e+32 -0.0537248517166991
OTU6.32329105630802e+32 OTU8.56952517918628e+32 -0.0210629323132909
OTU6.32329105630802e+32 OTU3.74636694353342e+32 -0.00393955549529841
OTU6.32329105630802e+32 OTU6.85482754354371e+32 0.00047688880945945
OTU6.32329105630802e+32 OTU2.00892318853196e+32 0.0144543838639514
